<?xml version="1.0" encoding="UTF-8"?>Title| MMSID| ISSN | ISSN 
Trends in immunology [electronic resource].|99158435930001452|14714906|14714906|
Trends in medical research.|99157490090001452|18193587|18193587|
Trends in microbiology.|99158432780001452|0966842X|0966842X|
Trends in molecular medicine [electronic resource].|99158436610001452|14714914|14714914|
Trends in neuroscience and education.|99161967436601452|22119493|22119493|
Trends in neurosciences.|99158436280001452|01662236|01662236|
Trends in parasitology [electronic resource].|99158435910001452|14714922|14714922|
Trends in pharmacological sciences [electronic resource].|99158432360001452|01656147|01656147|
Trends in plant science [electronic resource].|99161967486701452|13601385|13601385|
Trends in psychiatry and psychotherapy.|99157403700001452|22376089|22376089|
Trials in vaccinology.|99157421470001452|18794378|18794378|
Trials.|99157211520001452|17456215|17456215|
TripleC.|99157366240001452|1726670X|1726670X|
Tropical animal health and production [electronic resource].|99158515950001452|00494747|00494747|
Tropical biomedicine.|99158440240001452|01275720|01275720|
Tropical journal of pharmaceutical research : TJPR.|99157212400001452|15965996|15965996|
Tropical medicine &amp; international health [electronic resource] : TM &amp; IH.|99157780000001452|13602276|13602276|
Tropical medicine and health.|99157342020001452|13488945|13488945|
Trustee.|99157897110001452|00413674|00413674|
Tuberculosis [electronic resource].|99158433130001452|14729792|14729792|
Tuberculosis and Respiratory Diseases|99157671170001452|17383536|17383536|
TumorDiagnostik &amp; Therapie.|99158511330001452|0722219X|0722219X|
Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine.|99157751920001452|10104283|10104283|
Turkish Journal of Osteoporosis / TÃ¼rk Osteoporoz Dergisi|99157877240001452|21463816|21463816|
Turkish Journal of Pharmaceutical Sciences|99157600030001452|1304530X|1304530X|
Turkish journal of endocrinology and metabolism.|99157367880001452|13012193|13012193|
Turkish journal of haematology : official journal of Turkish Society of Haematology.|99157358440001452|13007777|13007777|
Turkish journal of medical sciences.|99157344650001452|13000144|13000144|
Turkish neurosurgery.|99157530580001452|10195149|10195149|
TuÌˆrk pediatri arsÌ§ivi [electronic resource].|99157365520001452|13060015|13060015|
Twentieth century British history [electronic resource].|99158505180001452|09552359|09552359|
Twin research and human genetics.|99161948343701452|18324274|18324274|
Tzu Chi Medical Journal æ…ˆæµŽåŒ»å­¦æ&#x9d;‚å¿—/#/æ…ˆæ¿Ÿé†«å­¸é›œèªŒ [[Tz'U Chi I Hsueh Tsa Chih]]|99161967637501452|10163190|10163190|
TÃ¼rk Jinekoloji ve Obstetrik DerneÄŸi dergisi.|99157400330001452|1307699X|1307699X|
TÃ¼rk Kardiyoloji DerneÄŸi arÅŸivi : TÃ¼rk Kardiyoloji DerneÄŸinin yayÄ±n organÄ±dÄ±r.|99157479620001452|10165169|10165169|
TÃ¼rk SilahlÄ± Kuvvetleri koruyucu hekimlik bÃ¼lteni.|99157341660001452|1303734X|1303734X|
TÃ¼rk dermatoloji dergisi.|99161832454101452|13077635|13077635|
TÃ¼rk geriatri dergisi [electronic resource].|99157355690001452|13042947|13042947|
TÃ¼rk nÃ¶roloji dergisi [electronic resource].|99157389250001452|1301062X|1301062X|
TÃ¼rk onkoloji dergisi.|99157373970001452|13007467|13007467|
TÃ¼rk patoloji dergisi [electronic resource].|99157361220001452|10185615|10185615|
TÃ¼rk psikiyatri dergisi = Turkish journal of psychiatry.|99157370710001452|13002163|13002163|
TÃ¼rkiye fiziksel tip ve rehabilitasyon dergisi.|99157367250001452|13020234|13020234|
TÃ¼rkiye klinikleri tÄ±p bilimleri dergisi|99161966791901452|13000292|13000292|
U.S. Army Medical Department journal [electronic resource].|99157798810001452|15240436|15240436|
U.S. pharmacist.|99161956810501452|01484818|01484818|
Ulcers.|99157377510001452|20901526|20901526|
Ulster medical journal.|99157341360001452|00416193|00416193|
Ultramicroscopy [electronic resource].|99161967536201452|03043991|03043991|
Ultraschall in der Medizin [electronic resource].|99158530640001452|01724614|01724614|
Ultrasonic imaging [electronic resource].|99158442150001452|01617346|01617346|
Ultrasonics [electronic resource].|99161967480801452|0041624X|0041624X|
Ultrasonics sonochemistry [electronic resource].|99161967529001452|13504177|13504177|
Ultrasonography.|99161778057801452|22885919|22885919|
Ultrasound in medicine &amp; biology.|99158432040001452|03015629|03015629|
Ultrasound in obstetrics &amp; gynecology [electronic resource].|99157792240001452|09607692|09607692|
Ultrasound quarterly [electronic resource].|99158507190001452|08948771|08948771|
Ultrasound.|99158192140001452|1742271X|1742271X|
Ultrastructural pathology [electronic resource].|99157832060001452|01913123|01913123|
UluslararasÄ± hematologi-onkoloji dergisi : UHOD = International journal of hematology and oncology.|99157365370001452|1306133X|1306133X|
Undersea &amp; hyperbaric medicine : journal of the Undersea and Hyperbaric Medical Society, Inc.|99157474850001452|10662936|10662936|
Unified agenda of Federal regulatory and deregulatory actions.|99156735800001452|15594661|15594661|
United European gastroenterology journal.|99160901010001452|20506406|20506406|
Upsala journal of medical sciences.|99157385370001452|03009734|03009734|
Urologia internationalis.|99157770430001452|00421138|00421138|
Urologia.|99157860180001452|03915603|03915603|
Urologic clinics of North America.|99158433800001452|00940143|00940143|
Urologic nursing [electronic resource].|99157832750001452|1053816X|1053816X|
Urologic oncology [electronic resource].|99158434310001452|10781439|10781439|
Urological science.|99161856622201452|18795226|18795226|
Urology annals.|99157363890001452|09747796|09747796|
Urology case reports.|99161267930001452|22144420|22144420|
Urology journal.|99157358270001452|17351308|17351308|
Urology practice.|99161945621901452|23520779|23520779|
Urology.|99158434760001452|00904295|00904295|
UrologÃ­a colombiana|99157330560001452|0120789X|0120789X|
Vaccimonitor.|99157355230001452|1025028X|1025028X|
Vaccine [electronic resource].|99158434740001452|0264410X|0264410X|
Vaccines.|99158669910001452|2076393X|2076393X|
Value in health regional issues [electronic resource].|99161967551201452|22121099|22121099|
Value in health.|99157421150001452|10983015|10983015|
Vascular &amp; endovascular surgery.|99158520320001452|15385744|15385744|
Vascular cell [electronic resource].|99157211490001452|2045824X|2045824X|
Vascular disease management.|99157530780001452|15538036|15538036|
Vascular health and risk management.|99157362840001452|11766344|11766344|
Vascular medicine [electronic resource].|99157650050001452|1358863X|1358863X|
Vascular pharmacology [electronic resource].|99158436400001452|15371891|15371891|
Vascular.|99158457000001452|17085381|17085381|
Vector borne and zoonotic diseases [electronic resource].|99157751830001452|15303667|15303667|
Versicherungsmedizin / herausgegeben von Verband der Lebensversicherungs-Unternehmen e.V. und Verband der Privaten Krankenversicherung e.V.|99159095420001452|09334548|09334548|
Veterinaria italiana.|99157390900001452|0505401X|0505401X|
Veterinary anaesthesia and analgesia [electronic resource].|99157850700001452|14672987|14672987|
Veterinary and comparative oncology.|99157831460001452|14765810|14765810|
Veterinary clinical pathology [electronic resource] / American Society for Veterinary Clinical Pathology.|99158526160001452|02756382|02756382|
Veterinary dermatology [electronic resource].|99157850610001452|09594493|09594493|
Veterinary immunology and immunopathology [electronic resource].|99161967499301452|01652427|01652427|
Veterinary microbiology.|99161967652001452|03781135|03781135|
Veterinary ophthalmology.|99157832010001452|14635216|14635216|
Veterinary parasitology.|99161967651201452|03044017|03044017|
Veterinary pathology.|99157649560001452|03009858|03009858|
Veterinary radiology &amp; ultrasound.|99158526630001452|10588183|10588183|
Veterinary research communications.|99158515250001452|01657380|01657380|
Veterinary research.|99157229410001452|09284249|09284249|
Veterinary surgery.|99158524510001452|01613499|01613499|
Video journal and encyclopedia of GI endoscopy.|99161267920001452|22120971|22120971|
Violence against women [electronic resource].|99158520660001452|10778012|10778012|
Violence and victims.|99158475500001452|08866708|08866708|
Viral immunology [electronic resource].|99157770760001452|08828245|08828245|
Virchows Archiv [electronic resource].|99158515730001452|09456317|09456317|
Virology : research and treatment.|99157368530001452|1178122X|1178122X|
Virology [electronic resource].|99158432670001452|00426822|00426822|
Virulence [electronic resource].|99157751740001452|21505594|21505594|
Virus adaptation and treatment.|99157385490001452|11791624|11791624|
Virus genes [electronic resource].|99158514800001452|09208569|09208569|
Virus research [electronic resource].|99161967619101452|01681702|01681702|
VirusDisease.|99161821842601452|23473584|23473584|
Viruses.|99157362030001452|19994915|19994915|
Vision research [electronic resource] : an international journal in visual science.|99161967429801452|00426989|00426989|
Visual cognition.|99157832590001452|13506285|13506285|
Visual neuroscience [electronic resource].|99161948343501452|09525238|09525238|
Viszeralchirurgie.|99158511290001452|14353067|14353067|
Viszeralmedizin : Gastrointestinal medicine and surgery.|99161870459101452|16626664|16626664|
Vitae.|99157377130001452|01214004|01214004|
